Fragment,Count,Time (ms),Size (bytes)
Cross.table-byid-canonicalresources,1,0,0
Cross.table-byid-canonicalresources-json,1,0,0
Cross.table-byid-canonicalresources-xml,1,1,0
Cross.table-byid-capabilitystatements,1,2,2574
Cross.table-byid-capabilitystatements-json,1,2,2614
Cross.table-byid-capabilitystatements-xml,1,2,2606
Cross.table-byid-careplans,1,0,0
Cross.table-byid-careplans-json,1,0,0
Cross.table-byid-careplans-xml,1,0,0
Cross.table-byid-careteams,1,0,0
Cross.table-byid-careteams-json,1,0,0
Cross.table-byid-careteams-xml,1,0,0
Cross.table-byid-chargeitemdefinitions,1,0,0
Cross.table-byid-chargeitemdefinitions-json,1,0,0
Cross.table-byid-chargeitemdefinitions-xml,1,0,0
Cross.table-byid-chargeitems,1,0,0
Cross.table-byid-chargeitems-json,1,0,0
Cross.table-byid-chargeitems-xml,1,0,0
Cross.table-byid-citations,1,0,0
Cross.table-byid-citations-json,1,0,0
Cross.table-byid-citations-xml,1,0,0
Cross.table-byid-claimresponses,1,0,0
Cross.table-byid-claimresponses-json,1,0,0
Cross.table-byid-claimresponses-xml,1,0,0
Cross.table-byid-claims,1,0,0
Cross.table-byid-claims-json,1,0,0
Cross.table-byid-claims-xml,1,0,0
Cross.table-byid-clinicalimpressions,1,0,0
Cross.table-byid-clinicalimpressions-json,1,0,0
Cross.table-byid-clinicalimpressions-xml,1,0,0
Cross.table-byid-clinicalusedefinitions,1,0,0
Cross.table-byid-clinicalusedefinitions-json,1,0,0
Cross.table-byid-clinicalusedefinitions-xml,1,0,0
Cross.table-byid-codesystems,1,1,0
Cross.table-byid-codesystems-json,1,1,0
Cross.table-byid-codesystems-xml,1,1,0
Cross.table-byid-communicationrequests,1,0,0
Cross.table-byid-communicationrequests-json,1,0,0
Cross.table-byid-communicationrequests-xml,1,0,0
Cross.table-byid-communications,1,0,0
Cross.table-byid-communications-json,1,0,0
Cross.table-byid-communications-xml,1,1,0
Cross.table-byid-compartmentdefinitions,1,0,0
Cross.table-byid-compartmentdefinitions-json,1,0,0
Cross.table-byid-compartmentdefinitions-xml,1,0,0
Cross.table-byid-compositions,1,0,0
Cross.table-byid-compositions-json,1,0,0
Cross.table-byid-compositions-xml,1,0,0
Cross.table-byid-conceptmaps,1,1,0
Cross.table-byid-conceptmaps-json,1,1,0
Cross.table-byid-conceptmaps-xml,1,1,0
Cross.table-byid-conditiondefinitions,1,0,0
Cross.table-byid-conditiondefinitions-json,1,0,0
Cross.table-byid-conditiondefinitions-xml,1,0,0
Cross.table-byid-conditions,1,0,0
Cross.table-byid-conditions-json,1,0,0
Cross.table-byid-conditions-xml,1,0,0
Cross.table-byid-consents,1,0,0
Cross.table-byid-consents-json,1,0,0
Cross.table-byid-consents-xml,1,0,0
Cross.table-byid-contracts,1,0,0
Cross.table-byid-contracts-json,1,0,0
Cross.table-byid-contracts-xml,1,1,0
Cross.table-byid-coverageeligibilityrequests,1,0,0
Cross.table-byid-coverageeligibilityrequests-json,1,0,0
Cross.table-byid-coverageeligibilityrequests-xml,1,0,0
Cross.table-byid-coverageeligibilityresponses,1,0,0
Cross.table-byid-coverageeligibilityresponses-json,1,0,0
Cross.table-byid-coverageeligibilityresponses-xml,1,0,0
Cross.table-byid-coverages,1,0,0
Cross.table-byid-coverages-json,1,0,0
Cross.table-byid-coverages-xml,1,1,0
Cross.table-byid-detectedissues,1,0,0
Cross.table-byid-detectedissues-json,1,1,0
Cross.table-byid-detectedissues-xml,1,1,0
Cross.table-byid-deviceassociations,1,0,0
Cross.table-byid-deviceassociations-json,1,0,0
Cross.table-byid-deviceassociations-xml,1,0,0
Cross.table-byid-devicedefinitions,1,0,0
Cross.table-byid-devicedefinitions-json,1,0,0
Cross.table-byid-devicedefinitions-xml,1,0,0
Cross.table-byid-devicedispenses,1,0,0
Cross.table-byid-devicedispenses-json,1,0,0
Cross.table-byid-devicedispenses-xml,1,0,0
Cross.table-byid-devicemetrics,1,0,0
Cross.table-byid-devicemetrics-json,1,0,0
Cross.table-byid-devicemetrics-xml,1,1,0
Cross.table-byid-devicerequests,1,0,0
Cross.table-byid-devicerequests-json,1,1,0
Cross.table-byid-devicerequests-xml,1,1,0
Cross.table-byid-devices,1,0,0
Cross.table-byid-devices-json,1,0,0
Cross.table-byid-devices-xml,1,0,0
Cross.table-byid-deviceusages,1,1,0
Cross.table-byid-deviceusages-json,1,1,0
Cross.table-byid-deviceusages-xml,1,1,0
Cross.table-byid-diagnosticreports,1,0,0
Cross.table-byid-diagnosticreports-json,1,1,0
Cross.table-byid-diagnosticreports-xml,1,1,0
Cross.table-byid-documentreferences,1,0,0
Cross.table-byid-documentreferences-json,1,0,0
Cross.table-byid-documentreferences-xml,1,0,0
Cross.table-byid-domainresources,1,0,0
Cross.table-byid-domainresources-json,1,1,0
Cross.table-byid-domainresources-xml,1,1,0
Cross.table-byid-encounterhistories,1,0,0
Cross.table-byid-encounterhistories-json,1,0,0
Cross.table-byid-encounterhistories-xml,1,0,0
Cross.table-byid-encounters,1,0,0
Cross.table-byid-encounters-json,1,0,0
Cross.table-byid-encounters-xml,1,0,0
Cross.table-byid-endpoints,1,0,0
Cross.table-byid-endpoints-json,1,0,0
Cross.table-byid-endpoints-xml,1,0,0
Cross.table-byid-enrollmentrequests,1,0,0
Cross.table-byid-enrollmentrequests-json,1,0,0
Cross.table-byid-enrollmentrequests-xml,1,1,0
Cross.table-byid-enrollmentresponses,1,1,0
Cross.table-byid-enrollmentresponses-json,1,1,0
Cross.table-byid-enrollmentresponses-xml,1,1,0
Cross.table-byid-episodeofcares,1,1,0
Cross.table-byid-episodeofcares-json,1,1,0
Cross.table-byid-episodeofcares-xml,1,1,0
Cross.table-byid-eventdefinitions,1,1,0
Cross.table-byid-eventdefinitions-json,1,1,0
Cross.table-byid-eventdefinitions-xml,1,1,0
Cross.table-byid-evidencereports,1,0,0
Cross.table-byid-evidencereports-json,1,0,0
Cross.table-byid-evidencereports-xml,1,0,0
Cross.table-byid-evidences,1,0,0
Cross.table-byid-evidences-json,1,0,0
Cross.table-byid-evidences-xml,1,1,0
Cross.table-byid-evidencevariables,1,0,0
Cross.table-byid-evidencevariables-json,1,0,0
Cross.table-byid-evidencevariables-xml,1,0,0
Cross.table-byid-examplescenarios,1,0,0
Cross.table-byid-examplescenarios-json,1,0,0
Cross.table-byid-examplescenarios-xml,1,0,0
Cross.table-byid-explanationofbenefits,1,0,0
Cross.table-byid-explanationofbenefits-json,1,0,0
Cross.table-byid-explanationofbenefits-xml,1,0,0
Cross.table-byid-familymemberhistories,1,0,0
Cross.table-byid-familymemberhistories-json,1,1,0
Cross.table-byid-familymemberhistories-xml,1,1,0
Cross.table-byid-flags,1,1,0
Cross.table-byid-flags-json,1,1,0
Cross.table-byid-flags-xml,1,1,0
Cross.table-byid-formularyitems,1,0,0
Cross.table-byid-formularyitems-json,1,0,0
Cross.table-byid-formularyitems-xml,1,0,0
Cross.table-byid-genomicstudies,1,0,0
Cross.table-byid-genomicstudies-json,1,0,0
Cross.table-byid-genomicstudies-xml,1,0,0
Cross.table-byid-goals,1,0,0
Cross.table-byid-goals-json,1,0,0
Cross.table-byid-goals-xml,1,0,0
Cross.table-byid-graphdefinitions,1,1,0
Cross.table-byid-graphdefinitions-json,1,1,0
Cross.table-byid-graphdefinitions-xml,1,1,0
Cross.table-byid-groups,1,0,0
Cross.table-byid-groups-json,1,0,0
Cross.table-byid-groups-xml,1,0,0
Cross.table-byid-guidanceresponses,1,1,0
Cross.table-byid-guidanceresponses-json,1,1,0
Cross.table-byid-guidanceresponses-xml,1,1,0
Cross.table-byid-healthcareservices,1,0,0
Cross.table-byid-healthcareservices-json,1,0,0
Cross.table-byid-healthcareservices-xml,1,0,0
Cross.table-byid-imagingselections,1,0,0
Cross.table-byid-imagingselections-json,1,0,0
Cross.table-byid-imagingselections-xml,1,1,0
Cross.table-byid-imagingstudies,1,1,0
Cross.table-byid-imagingstudies-json,1,1,0
Cross.table-byid-imagingstudies-xml,1,1,0
Cross.table-byid-immunizationevaluations,1,0,0
Cross.table-byid-immunizationevaluations-json,1,0,0
Cross.table-byid-immunizationevaluations-xml,1,0,0
Cross.table-byid-immunizationrecommendations,1,0,0
Cross.table-byid-immunizationrecommendations-json,1,0,0
Cross.table-byid-immunizationrecommendations-xml,1,0,0
Cross.table-byid-immunizations,1,1,0
Cross.table-byid-immunizations-json,1,1,0
Cross.table-byid-immunizations-xml,1,1,0
Cross.table-byid-implementationguides,1,1,193
Cross.table-byid-implementationguides-json,1,1,198
Cross.table-byid-implementationguides-xml,1,1,197
Cross.table-byid-ingredients,1,0,0
Cross.table-byid-ingredients-json,1,1,0
Cross.table-byid-ingredients-xml,1,1,0
Cross.table-byid-insuranceplans,1,1,0
Cross.table-byid-insuranceplans-json,1,1,0
Cross.table-byid-insuranceplans-xml,1,1,0
Cross.table-byid-inventoryitems,1,0,0
Cross.table-byid-inventoryitems-json,1,1,0
Cross.table-byid-inventoryitems-xml,1,1,0
Cross.table-byid-inventoryreports,1,0,0
Cross.table-byid-inventoryreports-json,1,0,0
Cross.table-byid-inventoryreports-xml,1,0,0
Cross.table-byid-invoices,1,0,0
Cross.table-byid-invoices-json,1,0,0
Cross.table-byid-invoices-xml,1,0,0
Cross.table-byid-libraries,1,0,0
Cross.table-byid-libraries-json,1,0,0
Cross.table-byid-libraries-xml,1,0,0
Cross.table-byid-linkages,1,0,0
Cross.table-byid-linkages-json,1,0,0
Cross.table-byid-linkages-xml,1,1,0
Cross.table-byid-lists,1,1,0
Cross.table-byid-lists-json,1,1,0
Cross.table-byid-lists-xml,1,1,0
Cross.table-byid-locations,1,0,0
Cross.table-byid-locations-json,1,0,0
Cross.table-byid-locations-xml,1,0,0
Cross.table-byid-manufactureditemdefinitions,1,0,0
Cross.table-byid-manufactureditemdefinitions-json,1,0,0
Cross.table-byid-manufactureditemdefinitions-xml,1,0,0
Cross.table-byid-measurereports,1,0,0
Cross.table-byid-measurereports-json,1,1,0
Cross.table-byid-measurereports-xml,1,1,0
Cross.table-byid-measures,1,0,0
Cross.table-byid-measures-json,1,0,0
Cross.table-byid-measures-xml,1,1,0
Cross.table-byid-medicationadministrations,1,0,0
Cross.table-byid-medicationadministrations-json,1,0,0
Cross.table-byid-medicationadministrations-xml,1,1,0
Cross.table-byid-medicationdispenses,1,0,609
Cross.table-byid-medicationdispenses-json,1,0,624
Cross.table-byid-medicationdispenses-xml,1,0,621
Cross.table-byid-medicationknowledges,1,1,0
Cross.table-byid-medicationknowledges-json,1,1,0
Cross.table-byid-medicationknowledges-xml,1,1,0
Cross.table-byid-medicationrequests,1,1,2823
Cross.table-byid-medicationrequests-json,1,1,2888
Cross.table-byid-medicationrequests-xml,1,1,2875
Cross.table-byid-medications,1,0,2064
Cross.table-byid-medications-json,1,0,2114
Cross.table-byid-medications-xml,1,0,2104
Cross.table-byid-medicationstatements,1,1,0
Cross.table-byid-medicationstatements-json,1,1,0
Cross.table-byid-medicationstatements-xml,1,1,0
Cross.table-byid-medicinalproductdefinitions,1,0,0
Cross.table-byid-medicinalproductdefinitions-json,1,0,0
Cross.table-byid-medicinalproductdefinitions-xml,1,0,0
Cross.table-byid-messagedefinitions,1,0,0
Cross.table-byid-messagedefinitions-json,1,1,0
Cross.table-byid-messagedefinitions-xml,1,1,0
Cross.table-byid-messageheaders,1,0,0
Cross.table-byid-messageheaders-json,1,0,0
Cross.table-byid-messageheaders-xml,1,0,0
Cross.table-byid-metadataresources,1,0,0
Cross.table-byid-metadataresources-json,1,0,0
Cross.table-byid-metadataresources-xml,1,0,0
Cross.table-byid-molecularsequences,1,0,0
Cross.table-byid-molecularsequences-json,1,0,0
Cross.table-byid-molecularsequences-xml,1,0,0
Cross.table-byid-namingsystems,1,0,0
Cross.table-byid-namingsystems-json,1,0,0
Cross.table-byid-namingsystems-xml,1,1,0
Cross.table-byid-nutritionintakes,1,0,0
Cross.table-byid-nutritionintakes-json,1,0,0
Cross.table-byid-nutritionintakes-xml,1,0,0
Cross.table-byid-nutritionorders,1,1,0
Cross.table-byid-nutritionorders-json,1,1,0
Cross.table-byid-nutritionorders-xml,1,1,0
Cross.table-byid-nutritionproducts,1,0,0
Cross.table-byid-nutritionproducts-json,1,0,0
Cross.table-byid-nutritionproducts-xml,1,0,0
Cross.table-byid-observationdefinitions,1,0,0
Cross.table-byid-observationdefinitions-json,1,0,0
Cross.table-byid-observationdefinitions-xml,1,0,0
Cross.table-byid-observations,1,0,0
Cross.table-byid-observations-json,1,0,0
Cross.table-byid-observations-xml,1,0,0
Cross.table-byid-operationdefinitions,1,0,0
Cross.table-byid-operationdefinitions-json,1,1,0
Cross.table-byid-operationdefinitions-xml,1,1,0
Cross.table-byid-operationoutcomes,1,0,0
Cross.table-byid-operationoutcomes-json,1,1,0
Cross.table-byid-operationoutcomes-xml,1,1,0
Cross.table-byid-organizationaffiliations,1,0,0
Cross.table-byid-organizationaffiliations-json,1,0,0
Cross.table-byid-organizationaffiliations-xml,1,0,0
Cross.table-byid-organizations,1,0,240
Cross.table-byid-organizations-json,1,0,250
Cross.table-byid-organizations-xml,1,0,248
Cross.table-byid-packagedproductdefinitions,1,0,0
Cross.table-byid-packagedproductdefinitions-json,1,0,0
Cross.table-byid-packagedproductdefinitions-xml,1,0,0
Cross.table-byid-parameters,1,0,0
Cross.table-byid-parameters-json,1,1,0
Cross.table-byid-parameters-xml,1,1,0
Cross.table-byid-patients,1,0,282
Cross.table-byid-patients-json,1,0,292
Cross.table-byid-patients-xml,1,0,290
Cross.table-byid-paymentnotices,1,0,0
Cross.table-byid-paymentnotices-json,1,0,0
Cross.table-byid-paymentnotices-xml,1,1,0
Cross.table-byid-paymentreconciliations,1,0,0
Cross.table-byid-paymentreconciliations-json,1,0,0
Cross.table-byid-paymentreconciliations-xml,1,0,0
Cross.table-byid-people,1,1,0
Cross.table-byid-people-json,1,1,0
Cross.table-byid-people-xml,1,1,0
Cross.table-byid-permissions,1,1,0
Cross.table-byid-permissions-json,1,1,0
Cross.table-byid-permissions-xml,1,1,0
Cross.table-byid-plandefinitions,1,1,0
Cross.table-byid-plandefinitions-json,1,1,0
Cross.table-byid-plandefinitions-xml,1,1,0
Cross.table-byid-practitionerroles,1,0,342
Cross.table-byid-practitionerroles-json,1,1,352
Cross.table-byid-practitionerroles-xml,1,1,350
Cross.table-byid-practitioners,1,0,342
Cross.table-byid-practitioners-json,1,0,352
Cross.table-byid-practitioners-xml,1,1,350
Cross.table-byid-procedures,1,1,0
Cross.table-byid-procedures-json,1,1,0
Cross.table-byid-procedures-xml,1,1,0
Cross.table-byid-provenances,1,1,0
Cross.table-byid-provenances-json,1,1,0
Cross.table-byid-provenances-xml,1,1,0
Cross.table-byid-questionnaireresponses,1,1,0
Cross.table-byid-questionnaireresponses-json,1,1,0
Cross.table-byid-questionnaireresponses-xml,1,1,0
Cross.table-byid-questionnaires,1,0,0
Cross.table-byid-questionnaires-json,1,1,0
Cross.table-byid-questionnaires-xml,1,1,0
Cross.table-byid-regulatedauthorizations,1,0,0
Cross.table-byid-regulatedauthorizations-json,1,0,0
Cross.table-byid-regulatedauthorizations-xml,1,0,0
Cross.table-byid-relatedpeople,1,0,0
Cross.table-byid-relatedpeople-json,1,0,0
Cross.table-byid-relatedpeople-xml,1,0,0
Cross.table-byid-requestorchestrations,1,0,0
Cross.table-byid-requestorchestrations-json,1,0,0
Cross.table-byid-requestorchestrations-xml,1,0,0
Cross.table-byid-requirements,1,0,0
Cross.table-byid-requirements-json,1,0,0
Cross.table-byid-requirements-xml,1,0,0
Cross.table-byid-researchstudies,1,0,0
Cross.table-byid-researchstudies-json,1,1,0
Cross.table-byid-researchstudies-xml,1,1,0
Cross.table-byid-researchsubjects,1,0,0
Cross.table-byid-researchsubjects-json,1,0,0
Cross.table-byid-researchsubjects-xml,1,0,0
Cross.table-byid-resources,1,0,0
Cross.table-byid-resources-json,1,0,0
Cross.table-byid-resources-xml,1,0,0
Cross.table-byid-riskassessments,1,1,0
Cross.table-byid-riskassessments-json,1,1,0
Cross.table-byid-riskassessments-xml,1,1,0
Cross.table-byid-schedules,1,1,0
Cross.table-byid-schedules-json,1,1,0
Cross.table-byid-schedules-xml,1,1,0
Cross.table-byid-searchparameters,1,0,388
Cross.table-byid-searchparameters-json,1,0,398
Cross.table-byid-searchparameters-xml,1,1,396
Cross.table-byid-servicerequests,1,0,0
Cross.table-byid-servicerequests-json,1,0,0
Cross.table-byid-servicerequests-xml,1,0,0
Cross.table-byid-slots,1,1,0
Cross.table-byid-slots-json,1,1,0
Cross.table-byid-slots-xml,1,1,0
Cross.table-byid-specimen,1,0,0
Cross.table-byid-specimen-json,1,0,0
Cross.table-byid-specimen-xml,1,0,0
Cross.table-byid-specimendefinitions,1,1,0
Cross.table-byid-specimendefinitions-json,1,1,0
Cross.table-byid-specimendefinitions-xml,1,1,0
Cross.table-byid-structuredefinitions,1,1,5302
Cross.table-byid-structuredefinitions-json,1,1,5407
Cross.table-byid-structuredefinitions-xml,1,1,5386
Cross.table-byid-structuremaps,1,0,0
Cross.table-byid-structuremaps-json,1,0,0
Cross.table-byid-structuremaps-xml,1,0,0
Cross.table-byid-subscriptions,1,0,0
Cross.table-byid-subscriptions-json,1,0,0
Cross.table-byid-subscriptions-xml,1,1,0
Cross.table-byid-subscriptionstatuses,1,1,0
Cross.table-byid-subscriptionstatuses-json,1,1,0
Cross.table-byid-subscriptionstatuses-xml,1,1,0
Cross.table-byid-subscriptiontopics,1,0,0
Cross.table-byid-subscriptiontopics-json,1,0,0
Cross.table-byid-subscriptiontopics-xml,1,0,0
Cross.table-byid-substancedefinitions,1,0,0
Cross.table-byid-substancedefinitions-json,1,0,0
Cross.table-byid-substancedefinitions-xml,1,0,0
Cross.table-byid-substancenucleicacids,1,0,0
Cross.table-byid-substancenucleicacids-json,1,0,0
Cross.table-byid-substancenucleicacids-xml,1,1,0
Cross.table-byid-substancepolymers,1,0,0
Cross.table-byid-substancepolymers-json,1,0,0
Cross.table-byid-substancepolymers-xml,1,0,0
Cross.table-byid-substanceproteins,1,0,0
Cross.table-byid-substanceproteins-json,1,0,0
Cross.table-byid-substanceproteins-xml,1,0,0
Cross.table-byid-substancereferenceinformations,1,0,0
Cross.table-byid-substancereferenceinformations-json,1,0,0
Cross.table-byid-substancereferenceinformations-xml,1,0,0
Cross.table-byid-substances,1,1,0
Cross.table-byid-substances-json,1,1,0
Cross.table-byid-substances-xml,1,1,0
Cross.table-byid-substancesourcematerials,1,0,0
Cross.table-byid-substancesourcematerials-json,1,0,0
Cross.table-byid-substancesourcematerials-xml,1,0,0
Cross.table-byid-supplydeliveries,1,0,0
Cross.table-byid-supplydeliveries-json,1,0,0
Cross.table-byid-supplydeliveries-xml,1,1,0
Cross.table-byid-supplyrequests,1,0,0
Cross.table-byid-supplyrequests-json,1,0,0
Cross.table-byid-supplyrequests-xml,1,1,0
Cross.table-byid-tasks,1,0,0
